Identifiant d’acte,Type d’acte,Id Personne A,Id Personne B,Commune,Date,Num Vue
561,Mariage,424,7863,143,1842-06-13,407/478
562,Mariage,425,6135,25,1877-06-26,73/128
563,Mariage,426,7969,188,1720-10-22,n/a
564,Publication de mariage,429,3702,188,1750-01-26,3/153
565,Mariage,431,3786,143,1742-02-05,n/a
566,Mariage,433,4173,188,1787-02-13,99/179
567,Contrat de mariage,431,4172,188,1787-02-06,180 à 183/381
568,Mariage,431,6075,188,1716-02-05,n/a
569,Mariage,430,7287,65,1806-06-23,n/a
570,Mariage,432,7561,188,,156/201
571,Contrat de mariage,431,7562,188,,97 et 98/444
572,Mariage,431,7935,188,1778-02-17,25/052
573,Contrat de mariage,431,7935,188,1778-01-29,460 à 463/604
574,Contrat de mariage,431,8317,143,,90 et 91/304
575,Mariage,427,4419,143,1873-02-19,148/177
576,Mariage,428,8329,130,1771-11-26,35/157
577,Mariage,435,4324,264,1881-01-10,93/099
578,Mariage,434,8138,143,1879-08-12,79/137
579,Mariage,436,5879,264,1843-06-13,181/427
580,Mariage,437,6115,193,1874-05-19,145/202
581,Mariage,440,4889,368,1784-01-07,n/a
582,Mariage,439,7061,188,1700-01-20,2/172
583,Mariage,439,7755,212,1782-01-29,78/161
584,Contrat de mariage,439,7755,143,1782-01-09,19 et 24/352
585,Mariage,438,7663,130,1813-10-22,150/348
586,Mariage,457,4334,177,1829-01-13,200/221
587,Mariage,448,4804,25,1703-02-16,28/115
588,Mariage,454,5962,273,1758-01-18,62/150
589,Mariage,455,5999,10,1667-02-19,n/a
590,Mariage,447,6933,346,1816-02-21,178/204
591,Mariage,455,8014,143,1775-06-26,n/a
592,Contrat de mariage,455,8014,143,1775-06-18,94 et 98/378
593,Mariage,455,8264,10,1833-07-27,n/a
594,Mariage,444,8281,53,1882-01-24,170
595,Mariage,441,3931,130,1891-07-07,5/087
596,Mariage,442,4865,130,1892-05-10,15/087
597,Mariage,443,5754,212,,129/327
598,Mariage,445,4496,25,1892-11-21,73/131
599,Mariage,446,6547,25,1892-11-21,72/131
600,Mariage,449,5822,130,1878-06-24,104/149
601,Mariage,452,7800,143,1914-05-25,n/a
602,Mariage,451,4362,177,1848-11-28,79/263
603,Mariage,450,6395,177,1871-09-10,76/129
604,Mariage,453,6291,177,1864-01-19,37/129
605,Mariage,463,4363,177,1728-02-09,42/049
606,Mariage,465,4555,177,1833-02-12,55/348
607,Mariage,461,4602,10,1810-02-21,n/a
608,Mariage,466,5666,19,1729-09-06,276/329
609,Mariage,462,5876,188,1791-05-24,156/179
610,Mariage,462,6354,143,1767-06-22,n/a
611,Mariage,459,6452,188,1750-01-20,2/153
612,Mariage,464,6543,10,1738-02-04,n/a
613,Publication de mariage,462,6932,188,1816-02-11,364/374
614,Mariage,462,7981,143,1757-01-11,n/a
615,Mariage,462,8224,212,1773-02-16,11/161
616,Mariage,462,8322,212,1783-02-24,90/161
617,Mariage,458,4365,143,1884-05-27,9/201
618,Mariage,460,5891,25,1887-05-24,32/131
619,Mariage,468,3721,368,1676-06-17,n/a
620,Mariage,474,4361,177,1732-02-22,23/077
621,Mariage,472,4414,177,1721-02-21,13/049
622,Mariage,472,4640,368,1696-12-01,n/a
623,Mariage,472,5890,65,1765-02-04,n/a
624,Mariage,471,6326,10,1808-12-21,n/a
625,Mariage,475,6479,368,1711-11-18,n/a
626,Mariage,473,7280,10,1783-11-18,n/a
627,Contrat de mariage,472,7281,188,1783-10-22,86 à 89/391
628,Mariage,469,7556,65,1798-04-18,n/a
629,Mariage,470,7727,65,1755-02-05,n/a
630,Mariage,472,7983,65,1729-07-12,n/a
631,Mariage,476,7426,10,1626-02-21,n/a
632,Mariage,477,5571,143,1748-10-26,n/a
633,Mariage,478,8002,130,1884-05-12,4/063
634,Mariage,491,3666,177,1829-01-13,202/221
635,Mariage,487,4023,212,1767-02-18,238/277
636,Mariage,487,4177,188,1778-02-17,25/052
637,Mariage,487,4325,273,1744-02-06,71/130
638,Mariage,480,4366,10,1748-02-05,n/a
639,Mariage,487,4367,143,1748-02-07,n/a
640,Mariage,490,4368,177,1728-02-09,42/049
641,Mariage,487,4574,143,1745-06-01,n/a
642,Mariage,484,5510,212,1810-02-27,78/329
643,Mariage,489,5512,25,1727-02-14,13/057
644,Mariage,486,5888,65,1774-01-31,n/a
645,Mariage,487,7115,177,1695-02-11,7/016
646,Mariage,487,7271,10,1716-07-01,n/a
647,Mariage,488,7559,177,1776-02-13,32/094
648,Contrat de mariage,487,7567,188,,350 à 353/492
649,Mariage,487,7922,19,1733-02-11,300/329
650,Mariage,487,8008,177,1717-01-29,1/049
651,Mariage,482,8320,130,1849-02-06,4/278
652,Mariage,481,5903,130,1845-11-11,137/339
653,Mariage,483,5815,212,1841-02-15,8/145
654,Mariage,485,5379,177,1854-01-31,239/263
655,Mariage,498,4415,259,1726-07-04,4/019
656,Mariage,499,4592,115,1776-01-23,n/a
657,Mariage,495,4702,188,1696-07-04,n/a
658,Mariage,496,4701,188,1696-07-01,n/a
659,Mariage,492,4833,177,1795-02-10,25/047
660,Mariage,495,5294,177,1676-02-08,57/072
661,Contrat de mariage,495,5720,188,,471 à 474/492
662,Mariage,495,5753,10,1671-11-27,n/a
663,Mariage,495,7129,25,1836-07-28,32/394
664,Mariage,497,7528,177,1766-02-04,39/094
665,Mariage,494,7560,19,1748-02-21,112/225
666,Mariage,497,7565,177,,36/045
667,Contrat de mariage,495,7566,143,,88 et 89/351
668,Mariage,495,8325,143,1789-06-30,n/a
669,Contrat de mariage,495,8325,143,1789-06-06,127 et 130/240
670,Mariage,493,7019,25,1866-05-28,83/102
671,Mariage,500,4234,164,1854-05-31,46/087
672,Mariage,500,7244,164,1827-07-30,63/401
673,Mariage,500,8214,315,1642-02-27,6/018
674,Mariage,501,7695,305,1783-11-25,102/195
675,Mariage,502,7123,205,,119/365
676,Mariage,503,4379,164,1715-07-01,4/039
677,Mariage,504,4246,164,1894-10-22,68/101
678,Mariage,505,7735,279,1748-02-27,n/a
679,Mariage,506,5415,146,1753-03-12,49/070
680,Mariage,508,6812,32,1682-09-02,17/025
681,Mariage,508,7290,86,1695-05-17,60/104
682,Mariage,507,6971,364,1896-06-17,94/104
683,Mariage,509,4022,164,1846-01-07,188/428
684,Mariage,525,3988,164,1835-11-24,264/401
685,Mariage,525,4012,164,1841-06-15,43/428
686,Mariage,525,4407,279,1688-09-06,n/a
687,Mariage,519,4673,98,1683-02-01,90/098
688,Mariage,525,4851,151,1749-07-01,97/154
689,Mariage,514,4877,119,1720-06-17,n/a
690,Mariage,525,5466,162,,13/109
691,Mariage,521,5467,162,,13/109
692,Mariage,525,5643,164,,76/102
693,Mariage,518,5786,279,1691-06-27,n/a
694,Mariage,525,5805,164,1826-10-17,40/401
695,Mariage,525,5813,164,1837-05-17,316/401
696,Mariage,520,5956,305,1708-08-02,27/150
697,Mariage,526,6243,164,1763-07-05,4/009
698,Mariage,517,6568,205,1745-03-01,84/187
699,Mariage,525,6616,363,1860-02-23,23/194
700,Mariage,525,6670,261,,33/110
701,Contrat de mariage,525,6670,162,,292 à 294/401
702,Mariage,524,6728,205,1716-02-24,121/326
703,Mariage,525,7161,145,1688-07-07,87/113
704,Mariage,525,7386,98,1658-07-29,n/a
705,Mariage,515,7469,254,1815-06-28,83/351
706,Mariage,516,7521,364,1760-02-12,57/223
707,Mariage,525,7847,205,1674-07-24,12/387
708,Mariage,525,8208,145,1681-07-01,10/113
709,Mariage,510,8127,164,1854-07-11,49/087
710,Mariage,511,7751,305,1728-06-22,65/150
711,Mariage,512,8186,164,1850-11-13,334/428
712,Mariage,513,3977,164,1900-01-15,2/038
713,Mariage,523,5714,164,1882-02-08,101/106
714,Mariage,523,7163,164,1865-02-22,97/227
715,Mariage,522,6419,205,1793-01-29,39/133
716,Mariage,529,6994,98,1670-02-18,n/a
717,Mariage,532,3834,290,1688-01-20,48 et 51/104
718,Mariage,532,4450,238,1759-09-04,12/083
719,Mariage,532,4742,238,1748-05-28,10/090
720,Mariage,532,5649,238,1825-02-16,21/481
721,Mariage,530,5979,146,1741-01-17,58/095
722,Contrat de mariage,532,6145,162,1791-01-20,1 et 2/367
723,Mariage,532,6151,164,1791-02-08,8/018
724,Mariage,532,6751,67,1708-01-31,34/043
725,Mariage,532,6857,238,1702-02-20,142/187
726,Mariage,532,7235,238,1757-04-26,7/081
727,Mariage,531,7440,133,1809-01-18,n/a
728,Mariage,528,7643,119,1750-02-09,n/a
729,Mariage,532,7696,238,1729-05-31,49/186
730,Mariage,527,4837,193,1791-02-08,164/166
731,Mariage,533,3969,162,1690-08-07,31/287
732,Mariage,534,6244,205,1786-07-11,225/383
733,Mariage,539,4718,205,1685-01-15,98/387
734,Mariage,537,4843,205,1780-01-25,98/383
735,Mariage,540,4924,133,1774-08-23,n/a
736,Mariage,535,5040,211,1753-01-09,7/026
737,Mariage,539,6418,205,1785-02-01,199/383
738,Contrat de mariage,539,6778,266,1734-06-06,251 et 252/434
739,Mariage,539,6912,266,1734-06-30,31/108
740,Mariage,539,7169,133,1790-08-31,n/a
741,Mariage,539,7772,133,1789-08-04,n/a
742,Mariage,536,7781,133,1722-07-06,n/a
743,Mariage,538,8066,162,1768-06-21,14/209
744,Mariage,541,6134,78,1702-01-11,9/014
745,Mariage,541,7707,164,,18/049
746,Mariage,542,1961,261,1680-11-19,55/155
747,Mariage,542,6885,261,1664-10-12,30/033
748,Mariage,542,7414,261,1631-05-05,3/033
749,Mariage,543,4663,238,1749-11-25,62/090
750,Mariage,543,6412,238,1763-08-16,15/182
751,Mariage,544,7588,58,1703-11-13,70/192
752,Mariage,545,6832,305,1779-02-09,41/195
753,Mariage,546,4236,164,1891-04-21,50/101
754,Mariage,550,1960,261,1680-11-19,55/155
755,Mariage,550,4142,50,1809-02-06,107/187
756,Mariage,550,4443,50,1755-05-12,3/016
757,Mariage,550,4784,238,1764-11-08,70/182
758,Mariage,550,5356,238,1810-09-18,129/529
759,Mariage,550,6068,50,,33/187
760,Mariage,550,6149,67,1740-01-19,17/040
761,Mariage,551,6178,164,1694-11-22,21/048
762,Mariage,550,6276,238,1718-08-01,20/235
763,Mariage,550,6339,238,1817-07-02,252/517
764,Mariage,550,6609,296,1674-07-30,48/153
765,Mariage,550,7382,238,1750-04-28,6/106
766,Mariage,550,7860,266,1729-02-15,65/070
767,Contrat de mariage,550,7860,266,1729-01-23,35 et 36/434
768,Mariage,547,5837,164,1897-04-21,86/101
769,Mariage,548,6263,164,1878-06-25,80/106
770,Mariage,549,7131,164,1864-01-12,69/227
771,Mariage,555,6033,98,1669-03-01,42/052
772,Mariage,554,6050,205,1738-02-11,128/207
773,Mariage,553,6923,119,1747-06-27,n/a
774,Mariage,556,7399,148,,141/274
775,Mariage,552,7668,254,1787-10-16,177/216
776,Mariage,557,7732,164,1725-11-27,29/110
777,Mariage,556,7759,164,1788-01-22,131/149
778,Mariage,558,8069,164,1757-01-25,2/013
779,Mariage,559,4514,238,1635-12-23,67/211
780,Mariage,560,4137,323,1749-01-29,131/355
781,Mariage,561,4049,329,1780-06-26,249/283
782,Mariage,562,8270,329,1784-02-17,272/283
783,Mariage,563,6692,263,,6/009
784,Mariage,566,6223,125,1765-05-08,115/187
785,Publication de mariage,565,6682,195,,50/120
786,Mariage,564,6683,223,,9/082
787,Mariage,567,5712,364,1754-07-02,19/223
788,Mariage,568,6659,162,1751-09-26,123/184
789,Mariage,569,3921,85,1802-07-08,19/046
790,Mariage,570,3923,85,,45/067
791,Mariage,571,4194,278,1743-04-30,81/302
792,Mariage,572,5886,164,1753-06-26,28/068
793,Mariage,573,6333,341,,62/092
794,Contrat de mariage,574,5219,123,1590-01-06,5/414
795,Contrat de mariage,575,4122,123,1672-08-01,482 et 483/690
796,Mariage,576,8055,270,1707-08-01,n/a
797,Mariage,577,7876,290,1759-06-12,115/166
798,Mariage,578,7877,290,1759-06-12,115/166
799,Mariage,591,1639,93,1788-11-25,n/a
800,Mariage,579,5718,247,1876-09-18,n/a
801,Publication de mariage,581,6520,290,1834-01-19,100/308
802,Mariage,580,6573,264,1834-02-04,20/427
803,Mariage,581,6897,290,,19/026
804,Mariage,582,6206,309,1701-02-01,12 et 24/151
805,Mariage,583,5626,290,1841-10-27,247/308
806,Mariage,584,4794,290,1877-10-15,30/047
807,Mariage,585,4714,193,1681-06-30,124/217
808,Mariage,585,5430,290,1703-02-16,26/230
809,Mariage,586,7122,290,1703-02-16,26/230
810,Mariage,587,5863,346,,6/017
811,Mariage,588,6552,290,1835-06-30,113/308
812,Mariage,588,7260,261,,25/104
813,Mariage,590,4009,290,1870-07-13,3/047
814,Mariage,589,6932,149,1636-06-24,8/032
815,Mariage,592,6999,222,1796-01-01,n/a
816,Contrat de mariage,593,4024,123,1631-06-29,270 et 271/273
817,Contrat de mariage,594,5189,123,1722-01-01,n/a
818,Mariage,595,5190,123,1723-11-08,53/082
819,Mariage,596,8143,261,1671-07-22,70/103
820,Mariage,597,4085,188,1765-09-10,65/220
821,Mariage,599,7765,162,1744-02-12,32/135
822,Mariage,598,7455,162,1752-05-30,150/184
823,Mariage,600,5152,323,1846-02-09,207/342
824,Mariage,601,3984,274,1783-02-18,198/352
825,Mariage,602,6493,53,1881-09-12,161
826,Mariage,603,5645,9,1661-05-08,n/a
827,Mariage,606,6989,9,1698-11-04,n/a
828,Mariage,606,6035,9,1660-05-09,54/216
829,Mariage,605,7107,9,1699-02-21,n/a
830,Mariage,607,7117,9,1650-11-21,49/216
831,Mariage,608,6422,9,1666-11-23,n/a
832,Mariage,609,5848,9,1689-06-27,n/a
833,Mariage,610,5059,9,1642-03-02,44/216
834,Mariage,610,6387,9,1651-11-12,49/216
835,Mariage,604,8294,245,1666-02-11,n/a
836,Mariage,611,5126,347,1737-02-21,n/a
837,Mariage,612,8131,256,1640-02-15,37/044
838,Mariage,613,6945,343,1814-11-08,47/405
839,Mariage,614,7150,135,1760-01-08,144/426
840,Mariage,615,3594,135,1757-02-21,127/426
841,Mariage,616,5978,335,1844-09-30,206/448
842,Mariage,617,4307,10,1634-06-20,n/a
843,Mariage,618,3956,188,1634-06-21,n/a
844,Mariage,618,3956,188,1634-06-11,n/a
845,Mariage,618,5705,64,1762-11-04,119/197
846,Mariage,618,5893,10,1630-07-23,n/a
847,Mariage,619,6111,44,1742-02-05,n/a
848,Mariage,618,6219,256,1641-11-06,39/044
849,Mariage,622,4214,343,1750-11-25,219/329
850,Mariage,622,4590,25,1677-11-12,38/076
851,Mariage,622,4636,114,1737-10-08,n/a
852,Mariage,622,4695,273,1773-06-08,26/077
853,Mariage,621,5005,117,1740-02-11,26/296
854,Mariage,622,7049,114,1740-01-22,n/a
855,Mariage,622,7802,163,1652-01-18,44/055
856,Mariage,622,7946,347,1672-08-16,n/a
857,Mariage,622,8328,347,1675-06-20,n/a
858,Mariage,620,3947,85,1901-06-25,5/012
859,Mariage,623,6815,335,1777-02-04,n/a
860,Mariage,624,6171,278,1863-11-09,106/179
861,Mariage,624,7350,45,1767-03-02,75/304
862,Mariage,625,5118,256,1642-01-20,40/044
863,Mariage,626,8216,307,1636-01-29,6/008
864,Mariage,627,5284,44,1734-06-21,n/a
865,Mariage,629,6204,246,1796-10-10,10/018
866,Mariage,628,6428,130,1781-05-01,27/055
867,Mariage,631,75,347,1676-10-13,n/a
868,Mariage,630,6859,347,1682-06-22,n/a
869,Mariage,632,4585,25,1694-08-21,36/038
870,Mariage,633,4277,26,1767-11-10,67/106
871,Mariage,638,4696,273,1785-02-01,23/159
872,Mariage,637,5915,29,1873-08-05,24/086
873,Mariage,637,5943,10,1634-08-12,n/a
874,Mariage,634,6680,335,1776-11-26,n/a
875,Mariage,639,6982,135,1759-01-30,138/426
876,Mariage,635,7804,44,1678-07-18,n/a
877,Mariage,636,6767,36,1863-01-29,52/132
878,Mariage,640,6513,343,,17/189
879,Mariage,641,4507,108,1808-11-07,57/189
880,Mariage,643,4829,307,1636-01-29,6/008
881,Mariage,642,4834,256,1636-01-28,26/044
882,Mariage,644,8286,130,1753-03-02,109/208
883,Mariage,647,7372,222,1791-01-01,n/a
884,Mariage,645,4595,51,1839-07-16,n/a
885,Mariage,645,6876,34,1789-04-28,68/092
886,Mariage,646,7266,174,1697-02-12,3/163
887,Mariage,648,5476,118,1821-02-07,n/a
888,Mariage,648,6174,118,1820-01-28,n/a
889,Mariage,649,8114,311,1830-05-11,n/a
890,Publication de mariage,650,4047,325,1871-05-14,10/145
891,Mariage,651,4048,243,1871-06-06,224/241
892,Mariage,653,6216,374,1737-03-05,189/220
893,Mariage,652,7229,325,1830-11-22,36/37/376
894,Publication de mariage,652,7229,325,1830-11-07,55/376
895,Mariage,654,7229,325,1830-11-22,37/38/376
896,Publication de mariage,654,7229,325,1830-11-07,56/376
897,Mariage,656,7912,7,,n/a
898,Mariage,657,3948,287,,23/135
899,Mariage,655,4455,341,1776-11-12,130/162
900,Mariage,658,5053,325,1900-04-24,37/080
901,Mariage,659,3778,325,1900-06-05,38/080
902,Mariage,660,3802,7,1818-10-14,n/a
903,Mariage,661,5488,89,1753-11-27,35/138
904,Contrat de mariage,662,7187,80,1742-05-12,70 et 71/439
905,Mariage,663,5229,225,1827-11-07,185/211
906,Mariage,664,5253,244,1713-01-11,88/148
907,Mariage,665,5054,282,1767-08-18,65/256
908,Mariage,666,5408,143,1895-05-20,5/074
909,Mariage,667,6485,143,1885-11-23,39/201
910,Mariage,668,5495,143,1871-11-06,116/177
911,Mariage,669,6021,309,1830-04-28,96/436
912,Mariage,670,4626,297,1759-02-20,34/084
913,Mariage,670,7202,297,1846-06-30,82/318
914,Mariage,673,7471,309,,10/057
915,Publication de mariage,671,7596,351,,9/073
916,Mariage,672,7602,158,,33/041
917,Mariage,674,677,143,1862-02-24,104/155
918,Mariage,675,4893,333,1832-05-22,251/270
919,Publication de mariage,675,4893,333,1832-05-06,265/270
920,Mariage,676,5589,149,1768-09-28,35/182
921,Mariage,676,6011,309,1843-02-22,27/357
922,Mariage,676,7057,309,1827-11-12,13/436
923,Mariage,679,5483,256,1796-06-22,15/022
924,Mariage,678,7895,149,1629-01-08,2/032
925,Mariage,680,4063,82,,63/159
926,Mariage,681,7865,176,1738-10-29,15/036
927,Mariage,682,7916,210,1723-11-24,n/a
928,Mariage,683,4420,256,1896-10-26,32
929,Mariage,684,7580,270,1770-02-14,n/a
930,Mariage,685,7851,11,1788-10-13,67/152
931,Mariage,688,3945,284,1899-04-24,n/a
932,Mariage,687,5194,344,1897-10-04,97/110
933,Mariage,689,4006,284,1883-05-09,n/a
934,Mariage,689,5064,165,1736-05-30,155/242
935,Mariage,690,7170,76,1684-01-19,25/060
936,Mariage,691,8210,217,1893-06-27,n/a
937,Mariage,693,6784,226,1753-01-24,77/152
938,Mariage,694,5102,284,1879-04-23,n/a
939,Mariage,695,7931,126,1690-02-06,104/199
940,Mariage,696,5998,123,1629-07-25,10/113
941,Mariage,697,7547,165,1780-01-26,219/229
942,Mariage,700,6627,217,1897-11-08,n/a
943,Mariage,701,8240,20,1874-11-17,49/050
944,Mariage,707,3711,226,1811-01-22,n/a
945,Mariage,707,4004,284,1843-10-18,n/a
946,Mariage,707,4294,301,1716-10-05,144/158
947,Mariage,708,4752,286,1814-10-25,187/330
948,Mariage,705,5458,123,1756-01-26,41/183
949,Mariage,707,5656,331,1728-01-19,21/099
950,Mariage,707,7029,165,1749-08-01,71/213
951,Mariage,708,8248,32,1884-06-18,3/056
952,Mariage,702,8277,176,1769-11-15,142/145
953,Mariage,703,8223,284,1885-10-12,n/a
954,Mariage,706,737,284,1889-05-15,n/a
955,Mariage,706,4075,284,1879-01-22,n/a
956,Mariage,706,4079,284,1851-11-12,n/a
957,Mariage,709,4204,226,1735-01-31,140/144
958,Mariage,710,7820,375,1705-10-07,135/186
959,Mariage,717,729,284,1852-11-22,66/361
960,Mariage,714,1203,176,,21/035
961,Mariage,716,2439,7,1798-08-28,n/a
962,Mariage,716,3829,301,1698-04-09,74/111
963,Mariage,716,4076,284,1851-11-12,n/a
964,Mariage,716,4946,113,1719-06-18,46/132
965,Contrat de mariage,716,4946,15,1719-05-31,n/a
966,Mariage,711,4995,176,1733-11-24,34/043
967,Mariage,716,5920,11,,103/107
968,Mariage,716,6396,104,1772-03-02,n/a
969,Mariage,716,6673,176,1836-11-07,n/a
970,Mariage,716,7245,311,1817-01-24,n/a
971,Mariage,718,7265,265,,41/207
972,Mariage,716,7828,312,1818-03-18,n/a
973,Mariage,716,8040,373,1792-01-31,114/128
974,Mariage,712,6930,273,1885-01-26,20/155
975,Mariage,713,3756,159,1873-07-08,30/081
976,Mariage,715,743,284,1843-10-24,n/a
977,Mariage,727,686,165,1776-02-14,164/229
978,Mariage,727,741,176,1834-02-04,n/a
979,Publication de mariage,723,3765,333,1845-09-28,78/080
980,Mariage,727,3767,247,1844-04-23,76/263
981,Mariage,725,4060,351,1887-07-13,27/165
982,Publication de mariage,727,4105,284,,n/a
983,Mariage,727,4105,301,,36/052
984,Mariage,727,4405,11,,36/107
985,Mariage,730,4710,51,1759-06-20,55/061
986,Mariage,724,4927,226,1787-4-24,23/046
987,Mariage,727,4930,299,1761-11-14,224/254
988,Mariage,726,5165,58,1705-02-19,100/192
989,Mariage,722,5258,155,1825-01-12,n/a
990,Mariage,731,5613,344,1859-06-14,151/226
991,Mariage,727,5840,104,1709-02-11,n/a
992,Mariage,727,5870,301,1788-08-21,59/093
993,Mariage,727,5902,11,1766-09-15,76/157
994,Mariage,720,6383,176,1759-06-20,30/145
995,Mariage,728,6385,375,1813-03-25,49/331
996,Mariage,727,6442,301,1694-01-18,33/111
997,Mariage,719,6445,374,1777-10-01,38/093
998,Mariage,727,6593,104,1722-02-11,n/a
999,Mariage,727,6602,301,1682-07-02,121/142
1000,Mariage,732,6737,293,1876-11-28,30/165
1001,Mariage,727,6796,11,1749-07-16,124/166
1002,Mariage,727,6849,11,1759-11-05,42/157
1003,Mariage,727,6935,299,1788-10-08,133/265
1004,Mariage,727,7680,166,1792-10-29,43/049
1005,Mariage,727,7836,284,1809-06-28,n/a
1006,Mariage,727,7943,11,1792-10-24,114/152
1007,Mariage,727,8205,70,1878-09-11,65/087
1008,Mariage,721,7975,168,1893-11-08,101/155
1009,Mariage,734,6224,286,1806-04-30,211/296
1010,Mariage,733,5017,284,1847-01-18,n/a
1011,Mariage,735,6108,58,1720-06-10,57/138
1012,Mariage,736,4467,176,1760-02-18,39/145
1013,Mariage,738,4679,103,1786-06-13,25/123
1014,Mariage,740,4820,158,1850-06-18,n/a
1015,Mariage,740,5107,312,1840-01-08,n/a
1016,Mariage,740,5130,118,1866-05-01,n/a
1017,Mariage,740,5371,104,1763-10-19,n/a
1018,Mariage,740,5452,41,1766-10-29,46/051
1019,Mariage,740,6382,140,,25/159
1020,Mariage,739,7605,284,1815-01-25,n/a
1021,Mariage,742,6346,217,1893-08-23,n/a
1022,Mariage,745,7299,104,1693-01-29,n/a
1023,Mariage,747,3676,373,1705-11-18,67/100
1024,Mariage,746,5166,58,1716-10-07,71/095
1025,Mariage,748,6297,123,1789-08-12,222/373
1026,Mariage,749,6024,333,1643-02-16,19/019
1027,Mariage,750,3994,176,1835-01-01,n/a
1028,Mariage,755,3912,373,1709-02-06,4/012
1029,Mariage,758,3995,176,1773-02-20,43/140
1030,Mariage,755,4224,7,1880-01-21,n/a
1031,Mariage,757,4548,176,,33&34/035
1032,Mariage,754,5163,58,1705-02-19,100/192
1033,Mariage,751,5235,226,1756-01-28,92/152
1034,Mariage,755,5410,284,1815-01-25,n/a
1035,Mariage,755,5958,284,1842-11-23,n/a
1036,Mariage,755,5994,165,,28/151
1037,Mariage,753,6141,176,1741-02-07,2/021
1038,Mariage,755,6325,299,,188/265
1039,Mariage,755,6653,104,1702-11-08,n/a
1040,Mariage,755,6702,111,1772-01-13,10/050
1041,Mariage,755,6844,15,1693-11-09,4/141
1042,Mariage,755,7067,165,1740-02-23,212/242
1043,Mariage,755,7383,226,1760-08-05,111/152
1044,Mariage,755,7535,284,1887-09-26,n/a
1045,Mariage,755,7626,67,1756-08-04,10/018
1046,Mariage,752,7815,82,1900-06-24,5/046
1047,Mariage,755,8112,126,1767-06-16,n/a
1048,Mariage,755,8227,176,1835-05-05,n/a
1049,Mariage,756,3943,218,1877-10-23,71/109
1050,Mariage,762,5221,7,1798-11-07,n/a
1051,Mariage,762,5411,284,1809-06-28,n/a
1052,Mariage,762,6928,284,1823-10-08,n/a
1053,Mariage,762,7097,284,1854-10-09,n/a
1054,Mariage,766,5162,58,1716-10-07,71/095
1055,Mariage,767,7174,76,1684-01-19,25/060
1056,Mariage,692,8088,243,1807-04-08,32/225
1057,Mariage,698,5148,145,,129/259
1058,Mariage,699,7509,206,1809-10-17,259/269
1059,Mariage,763,7105,9,1661-10-07,n/a
1060,Mariage,764,7872,27,1714-02-12,92/241
1061,Contrat de mariage,764,8118,166,1673-01-01,n/a
1062,Mariage,765,4937,207,,9/059
1063,Mariage,759,6251,254,,60/115
1064,Mariage,760,4257,54,,197/230
1065,Mariage,761,6256,137,,37/044
1066,Mariage,768,4968,249,1908-02-24,2/006
1067,Mariage,769,4490,370,1690-01-21,n/a
